1	1	1	187
2	1	1	197
3	1	1	193
4	1	1	36
5	1	1	95
6	1	1	170
7	1	1	112
8	1	1	162
9	1	1	180
10	1	1	191
11	1	1	178
12	1	1	161
13	1	1	150
14	1	1	157
15	1	1	160
16	1	1	165
17	1	1	167
18	1	1	153
19	1	1	48
20	1	1	18
21	1	1	40
22	1	1	69
23	1	1	126
24	1	1	185
25	1	1	3
26	1	1	9
27	1	1	36
28	1	1	55
29	1	1	85
30	1	1	126
31	1	1	154
32	1	1	155
33	1	1	168
34	1	1	188
35	1	1	169
36	1	1	21
37	1	1	202
38	1	1	201
39	1	1	32
40	1	1	75
41	1	1	19
42	1	1	52
43	1	1	6
44	1	1	18
45	1	1	58
46	1	1	75
47	1	1	95
48	1	1	111
49	1	1	190
50	1	1	191
51	1	1	191
52	1	1	183
53	1	1	176
54	1	1	158
55	1	1	134
56	1	1	91
57	1	1	49
58	1	1	0
59	1	1	52
60	1	1	97
61	1	1	131
62	1	1	151
63	1	1	160
64	1	1	135
1	2	1	159
2	2	1	178
3	2	1	187
4	2	1	17
5	2	1	61
6	2	1	154
7	2	1	126
8	2	1	177
9	2	1	199
10	2	1	207
11	2	1	185
12	2	1	174
13	2	1	191
14	2	1	191
15	2	1	183
16	2	1	173
17	2	1	175
18	2	1	152
19	2	1	87
20	2	1	34
21	2	1	16
22	2	1	57
23	2	1	112
24	2	1	137
25	2	1	16
26	2	1	17
27	2	1	44
28	2	1	67
29	2	1	94
30	2	1	129
31	2	1	156
32	2	1	179
33	2	1	199
34	2	1	190
35	2	1	189
36	2	1	10
37	2	1	215
38	2	1	211
39	2	1	14
40	2	1	71
41	2	1	18
42	2	1	42
43	2	1	23
44	2	1	63
45	2	1	112
46	2	1	139
47	2	1	149
48	2	1	150
49	2	1	198
50	2	1	202
51	2	1	204
52	2	1	197
53	2	1	191
54	2	1	166
55	2	1	131
56	2	1	89
57	2	1	48
58	2	1	0
59	2	1	46
60	2	1	83
61	2	1	107
62	2	1	126
63	2	1	140
64	2	1	100
1	3	1	153
2	3	1	157
3	3	1	158
4	3	1	19
5	3	1	52
6	3	1	126
7	3	1	131
8	3	1	180
9	3	1	192
10	3	1	205
11	3	1	196
12	3	1	179
