8	45	1	3
8	45	2	4
8	45	3	4
8	45	4	4
8	45	5	0
8	45	6	2
8	45	7	2
8	45	8	2
8	45	9	2
8	45	10	2
8	45	11	3
8	45	12	3
8	45	13	3
8	45	14	3
8	45	15	0
8	45	16	0
8	45	17	0
8	45	18	0
8	45	19	4
8	45	20	4
46	28	1	0
46	28	2	0
46	28	3	0
46	28	4	0
46	28	5	3
46	28	6	3
46	28	7	3
46	28	8	3
46	28	9	3
46	28	10	3
46	28	11	3
46	28	12	3
46	28	13	3
46	28	14	3
46	28	15	3
46	28	16	3
46	28	17	3
46	28	18	3
46	28	19	0
46	28	20	0
32	30	1	3
32	30	2	3
32	30	3	3
32	30	4	3
32	30	5	3
32	30	6	3
32	30	7	3
32	30	8	0
32	30	9	0
32	30	10	2
32	30	11	2
32	30	12	2
32	30	13	2
32	30	14	2
32	30	15	2
32	30	16	2
32	30	17	2
32	30	18	2
32	30	19	2
32	30	20	2
21	14	1	2
21	14	2	2
21	14	3	2
21	14	4	3
21	14	5	3
21	14	6	3
21	14	7	2
21	14	8	2
21	14	9	2
21	14	10	2
21	14	11	2
21	14	12	2
21	14	13	3
21	14	14	3
21	14	15	3
21	14	16	3
21	14	17	3
21	14	18	0
21	14	19	4
21	14	20	0
22	31	1	4
22	31	2	4
22	31	3	4
22	31	4	3
22	31	5	3
22	31	6	3
22	31	7	3
22	31	8	2
22	31	9	2
22	31	10	2
22	31	11	4
22	31	12	4
22	31	13	2
22	31	14	2
22	31	15	2
22	31	16	2
22	31	17	2
22	31	18	2
22	31	19	2
22	31	20	2
29	27	1	3
29	27	2	0
29	27	3	0
29	27	4	3
29	27	5	0
29	27	6	0
29	27	7	3
29	27	8	2
29	27	9	4
29	27	10	2
29	27	11	0
29	27	12	2
29	27	13	2
29	27	14	2
29	27	15	2
29	27	16	2
29	27	17	3
29	27	18	3
29	27	19	0
29	27	20	3
36	27	1	3
36	27	2	3
36	27	3	3
36	27	4	2
36	27	5	2
36	27	6	2
36	27	7	3
36	27	8	3
36	27	9	0
36	27	10	3
36	27	11	3
36	27	12	3
36	27	13	3
36	27	14	2
36	27	15	3
36	27	16	3
36	27	17	3
36	27	18	3
