42	60	1	5
23	50	1	126
37	13	1	144
27	54	1	100
23	3	1	96
53	31	1	15
32	55	1	24
20	17	1	182
7	37	1	25
23	33	1	199
50	58	1	3
17	29	1	157
48	39	1	69
29	13	1	230
6	12	1	9
47	28	1	174
42	8	1	180
59	1	1	56
55	34	1	115
7	59	1	106
23	63	1	15
44	33	1	78
52	8	1	8
26	51	1	182
45	38	1	188
45	46	1	55
26	21	1	76
59	45	1	123
9	3	1	241
16	28	1	115
32	1	1	43
42	2	1	59
57	16	1	220
20	25	1	64
49	28	1	73
45	53	1	18
61	35	1	18
1	36	1	204
32	50	1	1
30	27	1	112
22	19	1	32
43	56	1	178
4	60	1	224
64	7	1	116
32	52	1	163
57	50	1	27
46	29	1	72
23	42	1	0
32	57	1	175
8	47	1	69
21	47	1	161
51	9	1	10
58	54	1	106
54	42	1	25
26	8	1	181
33	40	1	250
55	9	1	56
44	56	1	182
28	47	1	90
27	56	1	202
39	38	1	85
30	14	1	234
38	49	1	123
51	43	1	183
15	47	1	191
38	19	1	134
57	17	1	221
22	24	1	100
45	39	1	180
60	42	1	160
46	43	1	12
24	6	1	60
18	44	1	3
1	50	1	154
22	46	1	191
49	20	1	212
1	32	1	23
4	27	1	105
5	41	1	160
21	39	1	127
54	16	1	206
13	21	1	144
23	5	1	61
11	19	1	226
14	5	1	153
50	15	1	57
58	45	1	108
19	22	1	149
59	59	1	53
24	24	1	89
44	16	1	136
19	6	1	117
19	64	1	159
64	30	1	135
15	19	1	27
56	35	1	135
28	38	1	54
51	49	1	63
44	14	1	127
45	60	1	7
