29	39	1	134
14	52	1	3
58	11	1	90
12	17	1	29
56	8	1	30
12	13	1	25
2	53	1	186
29	63	1	187
5	14	1	145
8	48	1	95
12	8	1	171
44	11	1	61
40	11	1	136
54	12	1	29
14	56	1	74
27	32	1	151
51	19	1	203
18	50	1	190
10	57	1	150
33	29	1	64
28	4	1	79
42	19	1	107
45	4	1	204
48	8	1	193
7	45	1	55
26	50	1	138
40	9	1	149
21	38	1	17
53	15	1	116
62	28	1	162
17	31	1	34
13	13	1	8
15	37	1	200
29	60	1	163
13	9	1	144
6	4	1	125
5	29	1	13
32	28	1	62
6	3	1	132
36	28	1	107
8	30	1	103
12	24	1	160
29	27	1	68
20	58	1	0
17	1	1	152
24	9	1	33
19	56	1	30
60	7	1	121
19	63	1	43
42	17	1	65
43	2	1	92
18	40	1	100
31	20	1	30
2	61	1	88
27	44	1	150
27	11	1	45
9	33	1	29
11	9	1	138
43	21	1	105
64	13	1	218
21	14	1	191
5	3	1	93
5	40	1	219
33	18	1	5
25	40	1	66
9	5	1	197
57	20	1	148
46	3	1	205
15	55	1	36
20	33	1	35
49	11	1	77
2	47	1	33
12	6	1	232
63	26	1	61
